Athlete,Year,University,Time,Adjusted Time,Meet,Start Date,End Date,Time_S,apcpsfc,spfh2m,pressfc,ugrd10m,tmp2m,vgrd10m,celsius,real_days_year,adj_S,previous_time,PR,farenheit,wet_bulb,heat_index,rh2m,days_since_event
n1,SO-2,u1,13:43.7,13:43.7,m1,5/15/10,5/16/10,823,0,0.007191,101315.2813,2.890000105,283.2799988,0.159999996,10.1299988,136,823,811,811,50.23399784,9.515199624,49.40389917,94.60641597,30
n2,JR-3,u1,13:45.2,13:45.2,m1,5/15/10,5/16/10,825,0,0.007191,101315.2813,2.890000105,283.2799988,0.159999996,10.1299988,136,825,809,809,50.23399784,9.515199624,49.40389917,94.60641597,30
n3,JR-3,u1,13:48.7,13:48.7,m1,5/15/10,5/16/10,828,0,0.007191,101315.2813,2.890000105,283.2799988,0.159999996,10.1299988,136,828,828,828,50.23399784,9.515199624,49.40389917,94.60641597,15
n4,SR-4,u2,14:00.1,14:00.1,m1,5/15/10,5/16/10,840,0,0.007191,101315.2813,2.890000105,283.2799988,0.159999996,10.1299988,136,840,835,835,50.23399784,9.515199624,49.40389917,94.60641597,30
n5,SR-4,u3,14:01.7,14:01.7,m1,5/15/10,5/16/10,841,0,0.007191,101315.2813,2.890000105,283.2799988,0.159999996,10.1299988,136,841,831,831,50.23399784,9.515199624,49.40389917,94.60641597,51
n6,JR-3,u1,14:10.5,14:10.5,m1,5/15/10,5/16/10,850,0,0.007191,101315.2813,2.890000105,283.2799988,0.159999996,10.1299988,136,850,834,834,50.23399784,9.515199624,49.40389917,94.60641597,30
n7,JR-3,u4,14:25.3,14:25.3,m1,5/15/10,5/16/10,865,0,0.007191,101315.2813,2.890000105,283.2799988,0.159999996,10.1299988,136,865,844,844,50.23399784,9.515199624,49.40389917,94.60641597,30
n8,JR-3,u3,14:26.7,14:26.7,m1,5/15/10,5/16/10,866,0,0.007191,101315.2813,2.890000105,283.2799988,0.159999996,10.1299988,136,866,854,854,50.23399784,9.515199624,49.40389917,94.60641597,51
n9,SO-2,u1,14:39.9,14:39.9,m1,5/15/10,5/16/10,879,0,0.007191,101315.2813,2.890000105,283.2799988,0.159999996,10.1299988,136,879,836,836,50.23399784,9.515199624,49.40389917,94.60641597,15
n10,SO-2,u5,13:40.8,13:40.8,m2,5/1/11,5/1/11,820,0,0.0041116,101403.0938,-1.230000019,283.5599976,-3.220000029,10.4099976,121,820,837,837,50.73799568,5.746876175,48.00921647,53.13662167,0
n11,JR-3,u6,13:41.5,13:41.5,m2,5/1/11,5/1/11,821,0,0.0041116,101403.0938,-1.230000019,283.5599976,-3.220000029,10.4099976,121,821,880,880,50.73799568,5.746876175,48.00921647,53.13662167,0
n12,FR-1,u7,13:42.5,13:42.5,m2,5/1/11,5/1/11,822,0,0.0041116,101403.0938,-1.230000019,283.5599976,-3.220000029,10.4099976,121,822,836,836,50.73799568,5.746876175,48.00921647,53.13662167,16
n13,SO-2,u5,13:44.6,13:44.6,m2,5/1/11,5/1/11,824,0,0.0041116,101403.0938,-1.230000019,283.5599976,-3.220000029,10.4099976,121,824,883,831,50.73799568,5.746876175,48.00921647,53.13662167,0
n14,FR-1,u8,13:44.8,13:44.8,m2,5/1/11,5/1/11,824,0,0.0041116,101403.0938,-1.230000019,283.5599976,-3.220000029,10.4099976,121,824,844,836,50.73799568,5.746876175,48.00921647,53.13662167,8
n2,SR-4,u1,13:26.1,13:26.1,m2,5/1/11,5/1/11,806,0,0.0042946,101396.2969,-1.230000019,285.230011,-2.950000048,12.080011,121,806,863,809,53.7440198,6.857687474,51.15342199,49.68085554,0
n15,JR-3,u9,13:26.9,13:26.9,m2,5/1/11,5/1/11,806,0,0.0042946,101396.2969,-1.230000019,285.230011,-2.950000048,12.080011,121,806,859,829,53.7440198,6.857687474,51.15342199,49.68085554,0
n1,JR-3,u1,13:29.7,13:29.7,m2,5/1/11,5/1/11,809,0,0.0042946,101396.2969,-1.230000019,285.230011,-2.950000048,12.080011,121,809,829,811,53.7440198,6.857687474,51.15342199,49.68085554,0
n16,SO-2,u8,13:31.7,13:31.7,m2,5/1/11,5/1/11,811,0,0.0042946,101396.2969,-1.230000019,285.230011,-2.950000048,12.080011,121,811,833,833,53.7440198,6.857687474,51.15342199,49.68085554,0
n17,SO-2,u6,13:34.6,13:34.6,m2,5/1/11,5/1/11,814,0,0.0042946,101396.2969,-1.230000019,285.230011,-2.950000048,12.080011,121,814,845,845,53.7440198,6.857687474,51.15342199,49.68085554,16
n3,SR-4,u1,13:39.5,13:39.5,m2,5/1/11,5/1/11,819,0,0.0042946,101396.2969,-1.230000019,285.230011,-2.950000048,12.080011,121,819,835,828,53.7440198,6.857687474,51.15342199,49.68085554,0
n18,JR-3,u7,13:41.0,13:41.0,m2,5/1/11,5/1/11,820,0,0.0042946,101396.2969,-1.230000019,285.230011,-2.950000048,12.080011,121,820,837,837,53.7440198,6.857687474,51.15342199,49.68085554,36
n19,SR-4,u10,14:34.3,14:34.3,m3,3/24/12,3/24/12,874,0,0.008673,100648.3125,2.980000019,292.3800049,-1.389999986,19.2300049,84,874,824,824,66.61400882,14.69245663,65.93578902,62.98679395,0
n20,JR-3,u9,14:36.8,14:14.3,m4,5/12/10,5/15/10,876,0.0029,0.0041691,84505.03125,0.419999987,279.5299988,-0.230000004,6.3799988,135,854,805,805,43.48399784,2.691552953,40.30600134,59.01284509,50
n15,SO-2,u9,14:41.4,14:19.2,m4,5/12/10,5/15/10,881,0.0029,0.0041691,84505.03125,0.419999987,279.5299988,-0.230000004,6.3799988,135,859,829,829,43.48399784,2.691552953,40.30600134,59.01284509,29
n21,SO-2,u9,14:44.9,14:22.1,m4,5/12/10,5/15/10,884,0.0029,0.0041691,84505.03125,0.419999987,279.5299988,-0.230000004,6.3799988,135,862,838,838,43.48399784,2.691552953,40.30600134,59.01284509,14
n22,SR-4,u11,13:29.3,13:29.3,m5,6/8/11,6/11/11,809,0,0.0109339,98281.28125,2.019999981,292.2200317,-3.359999895,19.0700317,162,809,846,825,66.32605706,16.43124692,66.3395343,78.31641553,14
n23,FR-1,u2,13:31.7,13:31.7,m5,6/8/11,6/11/11,811,0,0.0109339,98281.28125,2.019999981,292.2200317,-3.359999895,19.0700317,162,811,810,810,66.32605706,16.43124692,66.3395343,78.31641553,14
n24,SR-4,u12,13:35.7,13:35.7,m5,6/8/11,6/11/11,815,0,0.0109339,98281.28125,2.019999981,292.2200317,-3.359999895,19.0700317,162,815,846,832,66.32605706,16.43124692,66.3395343,78.31641553,14
n1,JR-3,u1,13:36.2,13:36.2,m5,6/8/11,6/11/11,816,0,0.0109339,98281.28125,2.019999981,292.2200317,-3.359999895,19.0700317,162,816,828,809,66.32605706,16.43124692,66.3395343,78.31641553,14
n15,JR-3,u9,13:38.4,13:38.4,m5,6/8/11,6/11/11,818,0,0.0109339,98281.28125,2.019999981,292.2200317,-3.359999895,19.0700317,162,818,815,806,66.32605706,16.43124692,66.3395343,78.31641553,14
n25,SR-4,u13,13:39.4,13:39.4,m5,6/8/11,6/11/11,819,0,0.0109339,98281.28125,2.019999981,292.2200317,-3.359999895,19.0700317,162,819,828,819,66.32605706,16.43124692,66.3395343,78.31641553,14
n26,JR-3,u14,13:40.3,13:40.3,m5,6/8/11,6/11/11,820,0,0.0109339,98281.28125,2.019999981,292.2200317,-3.359999895,19.0700317,162,820,826,824,66.32605706,16.43124692,66.3395343,78.31641553,14
n27,JR-3,u15,13:40.6,13:40.6,m5,6/8/11,6/11/11,820,0,0.0109339,98281.28125,2.019999981,292.2200317,-3.359999895,19.0700317,162,820,846,826,66.32605706,16.43124692,66.3395343,78.31641553,14
n28,JR-3,u16,13:43.1,13:43.1,m5,6/8/11,6/11/11,823,0,0.0109339,98281.28125,2.019999981,292.2200317,-3.359999895,19.0700317,162,823,848,828,66.32605706,16.43124692,66.3395343,78.31641553,14
n19,JR-3,u10,13:44.9,13:44.9,m5,6/8/11,6/11/11,824,0,0.0109339,98281.28125,2.019999981,292.2200317,-3.359999895,19.0700317,162,824,847,829,66.32605706,16.43124692,66.3395343,78.31641553,14
n29,JR-3,u13,13:48.5,13:48.5,m5,6/8/11,6/11/11,828,0,0.0109339,98281.28125,2.019999981,292.2200317,-3.359999895,19.0700317,162,828,821,821,66.32605706,16.43124692,66.3395343,78.31641553,14
n30,SR-4,u15,13:54.5,13:54.5,m5,6/8/11,6/11/11,834,0,0.0109339,98281.28125,2.019999981,292.2200317,-3.359999895,19.0700317,162,834,848,825,66.32605706,16.43124692,66.3395343,78.31641553,14
n17,SO-2,u6,13:55.7,13:55.7,m5,6/8/11,6/11/11,835,0,0.0109339,98281.28125,2.019999981,292.2200317,-3.359999895,19.0700317,162,835,814,814,66.32605706,16.43124692,66.3395343,78.31641553,14
n31,SO-2,u17,13:58.5,13:58.5,m5,6/8/11,6/11/11,838,0,0.0109339,98281.28125,2.019999981,292.2200317,-3.359999895,19.0700317,162,838,814,814,66.32605706,16.43124692,66.3395343,78.31641553,14
n32,SO-2,u18,14:00.2,14:00.2,m5,6/8/11,6/11/11,840,0,0.0109339,98281.28125,2.019999981,292.2200317,-3.359999895,19.0700317,162,840,814,806,66.32605706,16.43124692,66.3395343,78.31641553,14
n33,FR-1,u17,14:00.5,14:00.5,m5,6/8/11,6/11/11,840,0,0.0109339,98281.28125,2.019999981,292.2200317,-3.359999895,19.0700317,162,840,828,828,66.32605706,16.43124692,66.3395343,78.31641553,14
n14,FR-1,u8,14:01.8,14:01.8,m5,6/8/11,6/11/11,841,0,0.0109339,98281.28125,2.019999981,292.2200317,-3.359999895,19.0700317,162,841,848,824,66.32605706,16.43124692,66.3395343,78.31641553,14
n34,JR-3,u16,14:02.5,14:02.5,m5,6/8/11,6/11/11,842,0,0.0109339,98281.28125,2.019999981,292.2200317,-3.359999895,19.0700317,162,842,849,829,66.32605706,16.43124692,66.3395343,78.31641553,14
n16,SO-2,u8,14:09.4,14:09.4,m5,6/8/11,6/11/11,849,0,0.0109339,98281.28125,2.019999981,292.2200317,-3.359999895,19.0700317,162,849,846,811,66.32605706,16.43124692,66.3395343,78.31641553,14
n35,JR-3,u19,14:10.4,14:10.4,m5,6/8/11,6/11/11,850,0,0.0109339,98281.28125,2.019999981,292.2200317,-3.359999895,19.0700317,162,850,846,830,66.32605706,16.43124692,66.3395343,78.31641553,14
n36,JR-3,u20,14:27.4,14:27.4,m5,6/8/11,6/11/11,867,0,0.0109339,98281.28125,2.019999981,292.2200317,-3.359999895,19.0700317,162,867,848,821,66.32605706,16.43124692,66.3395343,78.31641553,14
n2,SR-4,u1,14:28.1,14:28.1,m5,6/8/11,6/11/11,868,0,0.0109339,98281.28125,2.019999981,292.2200317,-3.359999895,19.0700317,162,868,827,806,66.32605706,16.43124692,66.3395343,78.31641553,14
n37,JR-3,u18,13:27.6,13:27.6,m2,5/4/14,5/4/14,807,0,0.006416,101041.2891,3.099999905,281.6199951,-1.080000043,8.4699951,124,807,840,827,47.24599118,7.816416418,46.0949982,94.13633833,0
n31,SR-4,u17,13:28.0,13:28.0,m2,5/4/14,5/4/14,808,0,0.006416,101041.2891,3.099999905,281.6199951,-1.080000043,8.4699951,124,808,830,814,47.24599118,7.816416418,46.0949982,94.13633833,0
n38,SR-4,u3,13:45.6,13:45.6,m2,5/4/14,5/4/14,825,0,0.006416,101041.2891,3.099999905,281.6199951,-1.080000043,8.4699951,124,825,845,811,47.24599118,7.816416418,46.0949982,94.13633833,0
n23,FR-1,u2,13:30.6,13:30.6,m6,5/26/11,5/28/11,810,0,0.0055742,99659.54688,1.779999971,279.2900085,1.659999967,6.1400085,148,810,827,814,43.0520153,5.542968807,41.50363153,94.60456814,14
n26,JR-3,u14,13:46.5,13:46.5,m6,5/26/11,5/28/11,826,0,0.0055742,99659.54688,1.779999971,279.2900085,1.659999967,6.1400085,148,826,896,824,43.0520153,5.542968807,41.50363153,94.60456814,14
n31,SO-2,u17,13:34.2,13:34.2,m6,5/26/11,5/28/11,814,0,0.0055742,99659.54688,1.779999971,279.2900085,1.659999967,6.1400085,148,814,824,824,43.0520153,5.542968807,41.50363153,94.60456814,43
n2,SR-4,u1,13:47.4,13:47.4,m6,5/26/11,5/28/11,827,0,0.0055742,99659.54688,1.779999971,279.2900085,1.659999967,6.1400085,148,827,852,806,43.0520153,5.542968807,41.50363153,94.60456814,14
n17,SO-2,u6,13:34.4,13:34.4,m6,5/26/11,5/28/11,814,0,0.0055742,99659.54688,1.779999971,279.2900085,1.659999967,6.1400085,148,814,830,814,43.0520153,5.542968807,41.50363153,94.60456814,15
n33,FR-1,u17,13:48.6,13:48.6,m6,5/26/11,5/28/11,828,0,0.0055742,99659.54688,1.779999971,279.2900085,1.659999967,6.1400085,148,828,842,842,43.0520153,5.542968807,41.50363153,94.60456814,13
n32,SO-2,u18,13:34.8,13:34.8,m6,5/26/11,5/28/11,814,0,0.0055742,99659.54688,1.779999971,279.2900085,1.659999967,6.1400085,148,814,806,806,43.0520153,5.542968807,41.50363153,94.60456814,27
n25,SR-4,u13,13:48.7,13:48.7,m6,5/26/11,5/28/11,828,0,0.0055742,99659.54688,1.779999971,279.2900085,1.659999967,6.1400085,148,828,850,819,43.0520153,5.542968807,41.50363153,94.60456814,14
n15,JR-3,u9,13:35.0,13:35.0,m6,5/26/11,5/28/11,815,0,0.0055742,99659.54688,1.779999971,279.2900085,1.659999967,6.1400085,148,815,840,806,43.0520153,5.542968807,41.50363153,94.60456814,14
n1,JR-3,u1,13:48.8,13:48.8,m6,5/26/11,5/28/11,828,0,0.0055742,99659.54688,1.779999971,279.2900085,1.659999967,6.1400085,148,828,837,809,43.0520153,5.542968807,41.50363153,94.60456814,14
n39,SO-2,u13,13:36.4,13:36.4,m6,5/26/11,5/28/11,816,0,0.0055742,99659.54688,1.779999971,279.2900085,1.659999967,6.1400085,148,816,842,824,43.0520153,5.542968807,41.50363153,94.60456814,14
n29,JR-3,u13,13:41.9,13:41.9,m6,5/26/11,5/28/11,821,0,0.0055742,99659.54688,1.779999971,279.2900085,1.659999967,6.1400085,148,821,851,851,43.0520153,5.542968807,41.50363153,94.60456814,14
n40,SR-4,u17,13:42.9,13:42.9,m6,5/26/11,5/28/11,822,0,0.0055742,99659.54688,1.779999971,279.2900085,1.659999967,6.1400085,148,822,843,834,43.0520153,5.542968807,41.50363153,94.60456814,13
n41,JR-3,u5,13:47.7,13:47.7,m6,5/26/11,5/28/11,827,0,0.0055742,99659.54688,1.779999971,279.2900085,1.659999967,6.1400085,148,827,840,820,43.0520153,5.542968807,41.50363153,94.60456814,15
n3,SR-4,u1,13:49.2,13:49.2,m6,5/26/11,5/28/11,829,0,0.0055742,99659.54688,1.779999971,279.2900085,1.659999967,6.1400085,148,829,856,819,43.0520153,5.542968807,41.50363153,94.60456814,14
n42,JR-3,u21,13:52.2,13:52.2,m6,5/26/11,5/28/11,832,0,0.0055742,99659.54688,1.779999971,279.2900085,1.659999967,6.1400085,148,832,843,825,43.0520153,5.542968807,41.50363153,94.60456814,13
n43,SR-4,u22,13:53.3,13:53.3,m6,5/26/11,5/28/11,833,0,0.0055742,99659.54688,1.779999971,279.2900085,1.659999967,6.1400085,148,833,842,832,43.0520153,5.542968807,41.50363153,94.60456814,29
n12,FR-1,u7,13:53.7,13:53.7,m6,5/26/11,5/28/11,833,0,0.0055742,99659.54688,1.779999971,279.2900085,1.659999967,6.1400085,148,833,822,822,43.0520153,5.542968807,41.50363153,94.60456814,27
n44,JR-3,u2,13:59.3,13:59.3,m6,5/26/11,5/28/11,839,0,0.0055742,99659.54688,1.779999971,279.2900085,1.659999967,6.1400085,148,839,827,814,43.0520153,5.542968807,41.50363153,94.60456814,14
n11,JR-3,u6,14:01.3,14:01.3,m6,5/26/11,5/28/11,841,0,0.0055742,99659.54688,1.779999971,279.2900085,1.659999967,6.1400085,148,841,842,821,43.0520153,5.542968807,41.50363153,94.60456814,15
n18,JR-3,u7,14:02.8,14:02.8,m6,5/26/11,5/28/11,842,0,0.0055742,99659.54688,1.779999971,279.2900085,1.659999967,6.1400085,148,842,820,820,43.0520153,5.542968807,41.50363153,94.60456814,27
n45,SO-2,u23,14:03.0,14:03.0,m6,5/26/11,5/28/11,842,0,0.0055742,99659.54688,1.779999971,279.2900085,1.659999967,6.1400085,148,842,840,834,43.0520153,5.542968807,41.50363153,94.60456814,14
n46,JR-3,u1,14:07.8,14:07.8,m6,5/26/11,5/28/11,847,0,0.0055742,99659.54688,1.779999971,279.2900085,1.659999967,6.1400085,148,847,856,826,43.0520153,5.542968807,41.50363153,94.60456814,14
n9,JR-3,u1,14:09.2,14:09.2,m6,5/26/11,5/28/11,849,0,0.0055742,99659.54688,1.779999971,279.2900085,1.659999967,6.1400085,148,849,903,836,43.0520153,5.542968807,41.50363153,94.60456814,14
n47,JR-3,u6,14:13.1,14:13.1,m6,5/26/11,5/28/11,853,0,0.0055742,99659.54688,1.779999971,279.2900085,1.659999967,6.1400085,148,853,824,824,43.0520153,5.542968807,41.50363153,94.60456814,43
n13,SO-2,u5,14:18.3,14:18.3,m6,5/26/11,5/28/11,858,0,0.0055742,99659.54688,1.779999971,279.2900085,1.659999967,6.1400085,148,858,857,824,43.0520153,5.542968807,41.50363153,94.60456814,15
n48,JR-3,u3,14:19.2,14:19.2,m6,5/26/11,5/28/11,859,0,0.0055742,99659.54688,1.779999971,279.2900085,1.659999967,6.1400085,148,859,842,842,43.0520153,5.542968807,41.50363153,94.60456814,14
n49,SR-4,u6,14:30.7,14:30.7,m6,5/26/11,5/28/11,870,0,0.0055742,99659.54688,1.779999971,279.2900085,1.659999967,6.1400085,148,870,840,824,43.0520153,5.542968807,41.50363153,94.60456814,15
n50,FR-1,u4,14:32.2,14:32.2,m6,5/26/11,5/28/11,872,0,0.0055742,99659.54688,1.779999971,279.2900085,1.659999967,6.1400085,148,872,883,834,43.0520153,5.542968807,41.50363153,94.60456814,14
n51,FR-1,u7,14:41.2,14:41.2,m6,5/26/11,5/28/11,881,0,0.0055742,99659.54688,1.779999971,279.2900085,1.659999967,6.1400085,148,881,849,849,43.0520153,5.542968807,41.50363153,94.60456814,14
n52,SR-4,u24,13:52.9,13:52.9,m7,4/4/14,4/5/14,832,0,0.004837,101292.6094,-1.25,284,-2.450000048,10.85,94,832,856,849,51.53,6.848892927,49.23305032,60.63936847,0
n53,SO-2,u25,13:53.4,13:53.4,m7,4/4/14,4/5/14,833,0,0.004837,101292.6094,-1.25,284,-2.450000048,10.85,94,833,879,879,51.53,6.848892927,49.23305032,60.63936847,0
n54,JR-3,u24,13:55.8,13:55.8,m7,4/4/14,4/5/14,835,0,0.004837,101292.6094,-1.25,284,-2.450000048,10.85,94,835,859,839,51.53,6.848892927,49.23305032,60.63936847,0
n55,JR-3,u26,14:00.5,14:00.5,m7,4/4/14,4/5/14,840,0,0.004837,101292.6094,-1.25,284,-2.450000048,10.85,94,840,860,860,51.53,6.848892927,49.23305032,60.63936847,0
n56,SR-4,u14,14:01.2,14:01.2,m7,4/4/14,4/5/14,841,0,0.004837,101292.6094,-1.25,284,-2.450000048,10.85,94,841,892,842,51.53,6.848892927,49.23305032,60.63936847,0
n57,SO-2,u26,14:12.2,14:12.2,m7,4/4/14,4/5/14,852,0,0.004837,101292.6094,-1.25,284,-2.450000048,10.85,94,852,887,887,51.53,6.848892927,49.23305032,60.63936847,0
n58,SR-4,u27,14:25.3,14:25.3,m7,4/4/14,4/5/14,865,0,0.004837,101292.6094,-1.25,284,-2.450000048,10.85,94,865,892,892,51.53,6.848892927,49.23305032,60.63936847,0
n59,SO-2,u28,14:05.7,14:05.7,m8,5/14/10,5/16/10,845,0,0.0076312,101437.2578,5.690000057,290.9599915,-5.570000172,17.8099915,135,845,845,845,64.0579847,13.1690492,63.03331853,61.05394384,13
n60,JR-3,u11,14:06.9,14:06.9,m8,5/14/10,5/16/10,846,0,0.0076312,101437.2578,5.690000057,290.9599915,-5.570000172,17.8099915,135,846,863,863,64.0579847,13.1690492,63.03331853,61.05394384,50
n61,SO-2,u27,14:13.9,14:13.9,m8,5/14/10,5/16/10,853,0,0.0076312,101437.2578,5.690000057,290.9599915,-5.570000172,17.8099915,135,853,862,862,64.0579847,13.1690492,63.03331853,61.05394384,13
n62,JR-3,u28,14:16.6,14:16.6,m8,5/14/10,5/16/10,856,0,0.0076312,101437.2578,5.690000057,290.9599915,-5.570000172,17.8099915,135,856,888,888,64.0579847,13.1690492,63.03331853,61.05394384,13
n63,SO-2,u29,14:33.7,14:33.7,m8,5/14/10,5/16/10,873,0,0.0076312,101437.2578,5.690000057,290.9599915,-5.570000172,17.8099915,135,873,871,871,64.0579847,13.1690492,63.03331853,61.05394384,25
n64,SO-2,u15,14:35.4,14:35.4,m8,5/14/10,5/16/10,875,0,0.0076312,101437.2578,5.690000057,290.9599915,-5.570000172,17.8099915,135,875,875,875,64.0579847,13.1690492,63.03331853,61.05394384,6
n65,SR-4,u29,14:36.6,14:36.6,m8,5/14/10,5/16/10,876,0,0.0076312,101437.2578,5.690000057,290.9599915,-5.570000172,17.8099915,135,876,876,876,64.0579847,13.1690492,63.03331853,61.05394384,6
n66,FR-1,u15,14:40.2,14:40.2,m8,5/14/10,5/16/10,880,0,0.0076312,101437.2578,5.690000057,290.9599915,-5.570000172,17.8099915,135,880,873,873,64.0579847,13.1690492,63.03331853,61.05394384,6
n67,SO-2,u26,14:48.1,14:48.1,m8,5/14/10,5/16/10,888,0,0.0076312,101437.2578,5.690000057,290.9599915,-5.570000172,17.8099915,135,888,861,861,64.0579847,13.1690492,63.03331853,61.05394384,13
n68,SR-4,u30,14:49.3,14:49.3,m8,5/14/10,5/16/10,889,0,0.0076312,101437.2578,5.690000057,290.9599915,-5.570000172,17.8099915,135,889,873,873,64.0579847,13.1690492,63.03331853,61.05394384,6
n69,SO-2,u30,14:55.3,14:55.3,m8,5/14/10,5/16/10,895,0,0.0076312,101437.2578,5.690000057,290.9599915,-5.570000172,17.8099915,135,895,866,866,64.0579847,13.1690492,63.03331853,61.05394384,6
n70,JR-3,u31,15:09.7,15:09.7,m8,5/14/10,5/16/10,909,0,0.0076312,101437.2578,5.690000057,290.9599915,-5.570000172,17.8099915,135,909,868,868,64.0579847,13.1690492,63.03331853,61.05394384,25
n71,SO-2,u26,15:18.3,15:18.3,m8,5/14/10,5/16/10,918,0,0.0076312,101437.2578,5.690000057,290.9599915,-5.570000172,17.8099915,135,918,869,869,64.0579847,13.1690492,63.03331853,61.05394384,13
n72,JR-3,u32,14:50.7,14:50.7,m9,5/4/12,5/5/12,890,0,0.0043049,101203.4297,-1.610000014,277.3999939,2.200000048,4.2499939,126,890,830,830,39.64998902,2.794071938,37.29211595,84.61974529,36
n36,SR-4,u32,15:14.4,15:14.4,m9,5/4/12,5/5/12,914,0,0.0043049,101203.4297,-1.610000014,277.3999939,2.200000048,4.2499939,126,914,827,821,39.64998902,2.794071938,37.29211595,84.61974529,6
n73,FR-1,u32,15:15.5,15:15.5,m9,5/4/12,5/5/12,915,0,0.0043049,101203.4297,-1.610000014,277.3999939,2.200000048,4.2499939,126,915,872,872,39.64998902,2.794071938,37.29211595,84.61974529,36
n74,SO-2,u32,15:16.7,15:16.7,m9,5/4/12,5/5/12,916,0,0.0043049,101203.4297,-1.610000014,277.3999939,2.200000048,4.2499939,126,916,860,860,39.64998902,2.794071938,37.29211595,84.61974529,36
n75,SR-4,u33,13:55.4,13:55.4,m7,3/29/13,3/30/13,835,0,0.0076333,101068.2578,-1.840000033,285.6900024,0.720000029,12.5400024,88,835,857,835,54.57200432,10.93370669,53.74280477,85.39574509,0
n76,JR-3,u11,13:57.1,13:57.1,m7,3/29/13,3/30/13,837,0,0.0076333,101068.2578,-1.840000033,285.6900024,0.720000029,12.5400024,88,837,859,859,54.57200432,10.93370669,53.74280477,85.39574509,0
n77,JR-3,u34,13:57.4,13:57.4,m7,3/29/13,3/30/13,837,0,0.0076333,101068.2578,-1.840000033,285.6900024,0.720000029,12.5400024,88,837,875,875,54.57200432,10.93370669,53.74280477,85.39574509,0
n78,SO-2,u35,14:01.2,14:01.2,m7,3/29/13,3/30/13,841,0,0.0076333,101068.2578,-1.840000033,285.6900024,0.720000029,12.5400024,88,841,882,882,54.57200432,10.93370669,53.74280477,85.39574509,0
n79,JR-3,u20,14:07.9,14:07.9,m7,3/29/13,3/30/13,847,0,0.0076333,101068.2578,-1.840000033,285.6900024,0.720000029,12.5400024,88,847,902,902,54.57200432,10.93370669,53.74280477,85.39574509,0
n80,SR-4,u16,14:15.4,14:15.4,m7,3/29/13,3/30/13,855,0,0.0076333,101068.2578,-1.840000033,285.6900024,0.720000029,12.5400024,88,855,857,857,54.57200432,10.93370669,53.74280477,85.39574509,0
n81,SR-4,u36,14:16.5,14:16.5,m7,3/29/13,3/30/13,856,0,0.0076333,101068.2578,-1.840000033,285.6900024,0.720000029,12.5400024,88,856,870,870,54.57200432,10.93370669,53.74280477,85.39574509,0
n82,SR-4,u37,14:36.7,14:36.7,m7,3/29/13,3/30/13,876,0,0.0076333,101068.2578,-1.840000033,285.6900024,0.720000029,12.5400024,88,876,876,843,54.57200432,10.93370669,53.74280477,85.39574509,0
n83,SO-2,u19,14:08.0,14:08.0,m10,5/4/13,5/4/13,847,0,0.0051372,95807.53906,-0.959999979,291.519989,0.75999999,18.369989,124,847,838,838,65.0659802,10.65042125,63.03396776,37.47637311,14
n84,JR-3,u19,14:08.0,14:08.0,m10,5/4/13,5/4/13,848,0,0.0051372,95807.53906,-0.959999979,291.519989,0.75999999,18.369989,124,848,849,849,65.0659802,10.65042125,63.03396776,37.47637311,14
n25,SR-4,u13,13:39.4,13:39.4,m11,4/14/11,4/16/11,819,0,0.0037035,98951.03906,-1.710000038,288.6499939,-2.450000048,15.4999939,105,819,850,844,59.89998902,7.861067548,57.16336434,33.47609392,0
n39,SO-2,u13,13:44.1,13:44.1,m11,4/14/11,4/16/11,824,0,0.0037035,98951.03906,-1.710000038,288.6499939,-2.450000048,15.4999939,105,824,892,892,59.89998902,7.861067548,57.16336434,33.47609392,0
n31,SO-2,u17,13:45.0,13:45.0,m11,4/14/11,4/16/11,824,0,0.0037035,98951.03906,-1.710000038,288.6499939,-2.450000048,15.4999939,105,824,842,842,59.89998902,7.861067548,57.16336434,33.47609392,0
n85,SO-2,u38,15:10.3,15:10.3,m12,5/12/11,5/14/11,910,0.0031,0.0074715,97552.28906,-1.169999957,283.9200134,-6.860000134,10.7700134,134,910,840,840,51.38602412,9.748812738,50.4870345,90.68953124,15
n86,JR-3,u39,13:49.9,13:49.9,m13,5/23/13,5/25/13,829,0,0.0051776,99257.02344,3.519999981,292.019989,-2.359999895,18.869989,145,829,816,801,65.9659802,11.11295863,64.04504119,37.92474402,27
n87,JR-3,u40,14:05.3,14:05.3,m13,5/23/13,5/25/13,845,0,0.0051776,99257.02344,3.519999981,292.019989,-2.359999895,18.869989,145,845,863,798,65.9659802,11.11295863,64.04504119,37.92474402,15
n30,SR-4,u41,14:00.5,14:00.5,m13,5/23/13,5/25/13,840,0,0.0051776,99257.02344,3.519999981,292.019989,-2.359999895,18.869989,145,840,850,825,65.9659802,11.11295863,64.04504119,37.92474402,14
n88,JR-3,u32,14:06.3,14:06.3,m13,5/23/13,5/25/13,846,0,0.0051776,99257.02344,3.519999981,292.019989,-2.359999895,18.869989,145,846,832,832,65.9659802,11.11295863,64.04504119,37.92474402,57
n89,SR-4,u35,14:00.8,14:00.8,m13,5/23/13,5/25/13,840,0,0.0051776,99257.02344,3.519999981,292.019989,-2.359999895,18.869989,145,840,862,862,65.9659802,11.11295863,64.04504119,37.92474402,13
